Country,Month,Temperature,Humidity
Chad,June,27.28,19.57
Chad,June,29.33,55.78
Chad,June,31.31,88.18
Chad,June,32.64,46.23
Chad,June,33.87,56.85
Chad,June,34.58,60.59
Chad,June,35.49,70.85
Chad,June,35.78,82.53
Chad,June,36.89,31.8
Chad,June,38.18,79.23
Chad,June,40.71,89.05
Chad,June,41.23,62.71
Chad,June,43.59,79.0
Chad,June,47.26,22.34
Chad,June,47.84,43.4
Chad,June,48.66,84.16
Chad,June,49.43,24.47
Chad,May,20.07,62.79
Chad,May,20.42,51.03
Chad,May,20.82,38.76
Chad,May,23.6,51.3
Chad,May,26.5,23.3
Chad,May,27.63,67.91
Chad,May,27.71,68.05
Chad,May,33.22,30.51
Chad,May,33.51,34.35
Chad,May,34.87,17.52
Chad,May,37.62,33.07
Chad,May,39.24,60.52
Chad,May,42.15,47.46
Chad,May,44.96,18.77
Chad,May,46.15,74.45
Chad,May,46.52,79.59
Chad,May,46.84,48.29
Chad,May,47.07,62.25
Chad,May,47.84,80.62
Chad,May,48.31,72.23
Chad,May,48.75,22.9
Chad,May,49.67,14.58
Comoros,August,21.03,88.18
Comoros,August,21.42,33.65
Comoros,August,21.82,88.5
Comoros,August,22.71,44.59
Comoros,August,22.77,60.69
Comoros,August,24.53,61.18
Comoros,August,33.35,26.1
Comoros,August,36.61,75.74
Comoros,August,40.14,31.13
Comoros,August,40.35,43.63
Comoros,August,42.02,69.87
Comoros,August,42.38,12.48
Comoros,August,42.53,83.43
Comoros,August,42.54,61.9
Comoros,August,43.61,62.58
Comoros,August,45.27,21.16
Comoros,August,46.07,74.38
Comoros,August,46.3,30.2
Comoros,August,49.69,59.98
Comoros,July,20.53,16.11
Comoros,July,20.93,23.23
Comoros,July,21.04,31.89
Comoros,July,23.07,25.87
Comoros,July,26.45,44.9
Comoros,July,26.47,62.86
Comoros,July,28.09,84.01
Comoros,July,28.63,78.44
Comoros,July,32.21,23.94
Comoros,July,32.26,26.2
Comoros,July,33.99,34.15
Comoros,July,34.37,72.79
Comoros,July,36.33,39.42
Comoros,July,38.38,39.79
Comoros,July,39.2,50.48
Comoros,July,41.4,18.8
Comoros,July,43.68,66.24
Comoros,July,44.84,50.89
Comoros,July,45.19,40.59
Comoros,July,46.62,22.19
Comoros,July,46.84,88.06
Comoros,July,47.18,66.29
Comoros,July,47.23,55.62
Comoros,July,47.55,43.08
Comoros,July,48.11,68.43
Comoros,July,48.21,15.89
Comoros,July,48.22,28.38
Comoros,June,20.47,42.97
Comoros,June,20.85,61.67
Comoros,June,21.5,86.4
Comoros,June,22.0,55.99
Comoros,June,22.62,35.17
Comoros,June,23.17,44.85
Comoros,June,23.42,54.25
Comoros,June,26.17,21.46
Comoros,June,27.87,60.34
Comoros,June,32.24,78.78
Comoros,June,32.48,18.74
Comoros,June,34.09,53.18
Comoros,June,35.4,28.53
Comoros,June,36.48,19.92
Comoros,June,38.88,84.63
Comoros,June,40.46,87.92
Comoros,June,43.2,46.29
Comoros,June,43.26,30.7
Comoros,June,43.77,34.77
Comoros,June,45.82,51.91
Comoros,June,48.72,39.23
Comoros,May,20.16,84.06
Comoros,May,20.77,42.68
Comoros,May,23.22,29.41
Comoros,May,23.74,70.97
Comoros,May,24.23,10.29
Comoros,May,25.15,45.07
Comoros,May,25.58,84.87
Comoros,May,26.42,87.4
Comoros,May,26.58,23.75
Comoros,May,28.21,39.83
Comoros,May,31.31,87.26
Comoros,May,31.86,17.26
Comoros,May,32.76,74.83
Comoros,May,34.74,51.81
Comoros,May,35.02,12.68
Comoros,May,37.67,37.02
Comoros,May,39.77,19.31
Comoros,May,39.99,78.07
Comoros,May,41.06,55.54
Comoros,May,41.24,73.14
Comoros,May,41.85,81.89
Comoros,May,43.05,33.1
Comoros,May,43.61,86.64
Comoros,May,44.55,68.92
Comoros,May,45.1,44.57
Comoros,May,47.63,33.08
Comoros,May,47.6,75.27
Comoros,May,47.72,54.27
Congo,August,20.93,79.05
Congo,August,21.54,31.15
Congo,August,21.58,23.47
Congo,August,23.24,41.68
Congo,August,24.02,89.07
Congo,August,24.09,38.01
Congo,August,25.21,27.63
Congo,August,28.54,42.58
Congo,August,29.66,21.85
Congo,August,30.61,47.19
Congo,August,30.77,45.73
Congo,August,33.88,45.62
Congo,August,34.29,31.47
Congo,August,35.57,56.08
Congo,August,36.52,48.43
Congo,August,39.38,45.02
Congo,August,40.22,75.47
Congo,August,41.19,79.1
Congo,August,41.37,21.52
Congo,August,41.97,55.03
Congo,August,44.18,39.13
Congo,August,44.81,54.2
Congo,August,46.64,77.47
Congo,August,49.81,65.3
Congo,July,20.86,12.51
Congo,July,22.91,61.76
Congo,July,23.23,75.39
Congo,July,24.19,54.18
Congo,July,26.17,64.44
Congo,July,26.55,50.11
Congo,July,27.93,41.72
Congo,July,28.56,26.68
Congo,July,28.61,77.18
Congo,July,28.69,58.28
Congo,July,28.73,34.12
Congo,July,30.07,18.18
Congo,July,30.61,73.86
Congo,July,31.7,46.22
Congo,July,35.51,35.26
Congo,July,37.22,35.5
Congo,July,37.25,45.39
Congo,July,37.73,66.12
Congo,July,37.8,27.97
Congo,July,38.98,14.39
Congo,July,40.27,41.76
Congo,July,41.41,48.03
Congo,July,42.98,88.08
Congo,July,46.39,89.71
Congo,July,49.86,49.99
Congo,June,22.81,57.15
Congo,June,23.88,32.21
Congo,June,25.05,11.16
Congo,June,26.56,36.46
Congo,June,26.95,49.53
Congo,June,27.2,14.73
Congo,June,29.08,21.48
Congo,June,30.71,39.21
Congo,June,33.25,48.95
Congo,June,34.79,18.68
Congo,June,36.59,82.09
Congo,June,36.83,88.69
Congo,June,37.7,34.43
Congo,June,38.88,57.9
Congo,June,39.26,77.63
Congo,June,40.31,36.11
Congo,June,42.06,52.65
Congo,June,43.25,54.29
Congo,June,43.74,75.54
Congo,June,45.06,25.35
Congo,June,47.36,77.07
Congo,June,49.94,50.92
Congo,May,23.26,10.59
Congo,May,24.01,54.41
Congo,May,24.06,44.97
Congo,May,26.3,44.06
Congo,May,32.22,42.37
Congo,May,34.31,26.03
Congo,May,34.77,48.33
Congo,May,35.95,87.95
Congo,May,36.29,80.98
Congo,May,36.42,32.58
Congo,May,36.66,47.46
Congo,May,37.2,39.57
Congo,May,37.43,40.51
Congo,May,37.99,85.25
Congo,May,38.63,42.75
Congo,May,39.32,67.66
Congo,May,41.16,60.62
Congo,May,41.45,65.26
Congo,May,44.29,78.8
Congo,May,44.39,67.53
Congo,May,44.66,68.83
Congo,May,44.8,30.66
Congo,May,45.35,64.69
Congo,May,45.44,32.35
Congo,May,47.13,21.03
Congo,May,47.63,42.6
Congo,May,48.08,76.33
Democratic Republic of the Congo,August,20.28,79.9
Democratic Republic of the Congo,August,22.69,57.6
Democratic Republic of the Congo,August,23.46,88.36
Democratic Republic of the Congo,August,24.48,80.87
Democratic Republic of the Congo,August,24.65,68.26
Democratic Republic of the Congo,August,25.02,88.27
Democratic Republic of the Congo,August,26.37,30.82
Democratic Republic of the Congo,August,26.72,60.88
Democratic Republic of the Congo,August,26.87,62.68
Democratic Republic of the Congo,August,28.6,25.14
Democratic Republic of the Congo,August,30.24,22.5
Democratic Republic of the Congo,August,37.73,37.61
Democratic Republic of the Congo,August,40.75,78.04
Democratic Republic of the Congo,August,43.71,69.05
Democratic Republic of the Congo,August,43.83,26.23
Democratic Republic of the Congo,August,44.83,73.73
Democratic Republic of the Congo,August,46.43,76.96
Democratic Republic of the Congo,July,20.19,17.53
Democratic Republic of the Congo,July,20.58,81.81
Democratic Republic of the Congo,July,22.81,25.31
Democratic Republic of the Congo,July,24.46,61.69
Democratic Republic of the Congo,July,25.41,78.2
Democratic Republic of the Congo,July,26.1,46.19
Democratic Republic of the Congo,July,27.99,58.36
Democratic Republic of the Congo,July,28.01,31.76
Democratic Republic of the Congo,July,28.8,83.49
Democratic Republic of the Congo,July,29.32,35.8
Democratic Republic of the Congo,July,32.39,20.92
Democratic Republic of the Congo,July,35.45,34.9
Democratic Republic of the Congo,July,36.43,58.19
Democratic Republic of the Congo,July,40.38,16.55
Democratic Republic of the Congo,July,44.52,76.56
Democratic Republic of the Congo,July,45.95,48.73
Democratic Republic of the Congo,July,46.68,87.66
Democratic Republic of the Congo,July,47.08,20.29
Democratic Republic of the Congo,July,48.07,10.72
Democratic Republic of the Congo,July,48.35,23.59
Democratic Republic of the Congo,June,21.44,70.99
Democratic Republic of the Congo,June,23.49,56.72
Democratic Republic of the Congo,June,23.84,76.86
Democratic Republic of the Congo,June,24.55,26.2
Democratic Republic of the Congo,June,26.17,59.74
Democratic Republic of the Congo,June,27.25,59.1
Democratic Republic of the Congo,June,29.76,83.96
Democratic Republic of the Congo,June,33.06,46.11
Democratic Republic of the Congo,June,37.24,56.55
Democratic Republic of the Congo,June,38.49,27.55
Democratic Republic of the Congo,June,38.75,26.62
Democratic Republic of the Congo,June,38.7,87.29
Democratic Republic of the Congo,June,39.76,83.67
Democratic Republic of the Congo,June,40.59,67.16
Democratic Republic of the Congo,June,42.76,81.62
Democratic Republic of the Congo,June,43.3,50.91
Democratic Republic of the Congo,June,45.44,53.74
Democratic Republic of the Congo,June,48.33,27.15
Democratic Republic of the Congo,June,49.9,83.53
Democratic Republic of the Congo,May,20.28,65.15
Democratic Republic of the Congo,May,20.45,59.0
Democratic Republic of the Congo,May,22.89,34.19
Democratic Republic of the Congo,May,24.1,15.11
Democratic Republic of the Congo,May,24.4,14.34
Democratic Republic of the Congo,May,25.33,59.65
Democratic Republic of the Congo,May,25.41,88.09
Democratic Republic of the Congo,May,25.42,70.35
Democratic Republic of the Congo,May,26.06,84.16
Democratic Republic of the Congo,May,27.73,16.07
Democratic Republic of the Congo,May,28.18,73.96
Democratic Republic of the Congo,May,29.18,49.07
Democratic Republic of the Congo,May,29.39,14.16
Democratic Republic of the Congo,May,29.64,63.22
Democratic Republic of the Congo,May,30.51,69.85
Democratic Republic of the Congo,May,30.72,87.0
Democratic Republic of the Congo,May,31.65,33.08
Democratic Republic of the Congo,May,32.57,58.46
Democratic Republic of the Congo,May,33.35,56.61
Democratic Republic of the Congo,May,34.44,69.64
Democratic Republic of the Congo,May,36.22,26.91
Democratic Republic of the Congo,May,39.35,44.56
Democratic Republic of the Congo,May,39.83,75.21
Democratic Republic of the Congo,May,41.84,41.94
Democratic Republic of the Congo,May,42.41,34.89
Democratic Republic of the Congo,May,43.13,15.47
Democratic Republic of the Congo,May,43.61,12.33
Democratic Republic of the Congo,May,43.72,66.26
Democratic Republic of the Congo,May,45.12,59.77
Democratic Republic of the Congo,May,46.67,79.47
Democratic Republic of the Congo,May,49.06,64.55
Djibouti,August,21.2,87.95
Djibouti,August,21.35,83.07
Djibouti,August,22.17,29.17
Djibouti,August,22.46,47.1
Djibouti,August,23.21,24.84
Djibouti,August,28.97,73.89
Djibouti,August,31.58,19.01
Djibouti,August,35.49,74.62
Djibouti,August,35.8,59.47
Djibouti,August,36.04,60.62
Djibouti,August,36.32,31.74
Djibouti,August,37.59,30.23
Djibouti,August,39.03,12.85
Djibouti,August,39.0,74.6
Djibouti,August,40.31,43.11
Djibouti,August,42.72,65.29
Djibouti,August,45.35,70.61
Djibouti,August,45.84,21.57
Djibouti,August,48.33,33.15
Djibouti,August,49.29,69.76
Djibouti,August,49.56,19.36
Djibouti,July,20.09,61.07
Djibouti,July,21.05,58.97
Djibouti,July,21.63,57.69
Djibouti,July,21.96,50.82
Djibouti,July,24.69,72.87
Djibouti,July,25.23,33.51
Djibouti,July,25.87,39.17
Djibouti,July,29.35,56.86
Djibouti,July,30.05,47.34
Djibouti,July,34.31,19.01
Djibouti,July,34.46,13.45
Djibouti,July,36.99,42.97
Djibouti,July,38.2,62.38
Djibouti,July,40.92,36.47
Djibouti,July,42.52,23.14
Djibouti,July,47.75,56.32
Djibouti,June,20.44,12.95
Djibouti,June,22.63,27.85
Djibouti,June,23.76,14.67
Djibouti,June,24.41,41.61
Djibouti,June,24.55,39.79
Djibouti,June,27.71,78.53
Djibouti,June,28.18,48.49
Djibouti,June,29.53,88.57
Djibouti,June,30.72,42.18
Djibouti,June,31.13,64.11
Djibouti,June,32.18,82.23
Djibouti,June,33.14,72.92
Djibouti,June,35.66,28.82
Djibouti,June,36.33,64.29
Djibouti,June,39.91,19.3
Djibouti,June,41.47,84.83
Djibouti,June,41.48,47.66
Djibouti,June,41.53,65.42
Djibouti,June,41.57,35.76
Djibouti,June,44.34,86.33
Djibouti,June,44.59,31.88
Djibouti,June,45.0,16.85
Djibouti,June,45.92,79.83
Djibouti,June,46.27,76.64
Djibouti,June,49.92,24.75
Djibouti,May,22.57,50.74
Djibouti,May,24.92,71.12
Djibouti,May,32.43,41.84
Djibouti,May,36.17,63.32
Djibouti,May,38.51,61.06
Djibouti,May,39.4,65.91
Djibouti,May,42.24,42.96
Djibouti,May,42.72,44.23
Djibouti,May,44.51,70.03
Djibouti,May,44.71,15.47
Djibouti,May,44.72,59.95
Djibouti,May,46.38,35.72
Djibouti,May,46.86,40.56
Djibouti,May,49.69,49.26
Djibouti,May,49.76,61.57
Egypt,August,22.72,84.21
Egypt,August,23.99,49.2
Egypt,August,25.18,44.8
Egypt,August,26.54,34.83
Egypt,August,26.59,82.36
Egypt,August,27.75,44.79
Egypt,August,28.97,66.07
Egypt,August,30.45,41.73
Egypt,August,32.4,36.54
Egypt,August,33.18,64.24
Egypt,August,33.23,69.86
Egypt,August,35.53,11.28
Egypt,August,35.57,77.93
Egypt,August,38.03,17.01
Egypt,August,39.12,34.57
Egypt,August,40.5,32.0
Egypt,August,40.91,17.9
Egypt,August,41.42,38.53
Egypt,August,41.64,43.06
Egypt,August,43.57,47.55
Egypt,August,45.46,40.57
Egypt,August,45.95,34.99
Egypt,August,46.06,66.99
Egypt,August,46.0,87.9
Egypt,August,46.77,69.1
Egypt,August,47.71,19.07
Egypt,August,49.53,10.05
Egypt,August,49.6,61.39
Egypt,July,21.08,52.03
Egypt,July,21.15,31.07
Egypt,July,22.83,22.79
Egypt,July,22.8,73.08
Egypt,July,23.69,13.25
Egypt,July,24.74,20.12
Egypt,July,25.21,76.33
Egypt,July,25.54,69.44
Egypt,July,26.02,25.07
Egypt,July,26.7,57.09
Egypt,July,27.16,15.41
Egypt,July,27.62,59.06
Egypt,July,28.43,52.34
Egypt,July,29.95,75.48
Egypt,July,32.83,67.4
Egypt,July,33.61,58.14
Egypt,July,33.81,12.34
Egypt,July,35.4,32.11
Egypt,July,36.61,65.81
Egypt,July,36.91,34.7
Egypt,July,37.62,33.07
Egypt,July,40.83,51.83
Egypt,July,41.34,52.36
Egypt,July,42.2,26.38
Egypt,July,42.29,34.82
Egypt,July,43.01,28.8
Egypt,July,43.75,45.99
Egypt,July,45.17,27.75
Egypt,July,46.46,66.84
Egypt,July,47.33,60.92
Egypt,July,47.5,14.3
Egypt,July,49.54,59.15
Egypt,June,20.66,64.91
Egypt,June,22.46,70.46
Egypt,June,24.5,35.03
Egypt,June,25.09,67.2
Egypt,June,26.86,21.99
Egypt,June,26.87,56.32
Egypt,June,29.49,41.33
Egypt,June,30.44,59.41
Egypt,June,37.06,19.38
Egypt,June,37.69,74.49
Egypt,June,38.45,78.7
Egypt,June,39.38,15.32
Egypt,June,39.77,55.08
Egypt,June,40.27,62.49
Egypt,June,40.58,40.25
Egypt,June,43.47,81.77
Egypt,June,43.49,65.5
Egypt,June,45.46,49.6
Egypt,June,46.45,85.44
Egypt,June,46.97,70.99
Egypt,May,23.4,39.88
Egypt,May,24.0,73.91
Egypt,May,25.66,88.03
Egypt,May,26.14,46.9
Egypt,May,26.83,51.78
Egypt,May,31.47,70.95
Egypt,May,33.9,66.55
Egypt,May,34.65,35.14
Egypt,May,35.37,55.91
Egypt,May,36.07,59.68
Egypt,May,36.77,21.06
Egypt,May,38.01,25.75
Egypt,May,44.4,23.53
Egypt,May,46.44,23.34
Egypt,May,48.44,42.21
Egypt,May,49.86,49.32
Equatorial Guinea,August,20.99,58.7
Equatorial Guinea,August,21.47,80.79
Equatorial Guinea,August,22.52,79.63
Equatorial Guinea,August,23.24,57.76
Equatorial Guinea,August,23.76,55.4
Equatorial Guinea,August,24.48,73.4
Equatorial Guinea,August,27.04,13.44
Equatorial Guinea,August,27.96,50.17
Equatorial Guinea,August,30.44,37.63
Equatorial Guinea,August,32.8,29.86
Equatorial Guinea,August,33.1,36.1
Equatorial Guinea,August,35.25,88.43
Equatorial Guinea,August,36.14,55.16
Equatorial Guinea,August,46.39,60.63
Equatorial Guinea,August,47.79,14.25
Equatorial Guinea,August,48.62,15.72
Equatorial Guinea,August,49.24,63.58
Equatorial Guinea,July,20.59,28.33
Equatorial Guinea,July,21.45,58.96
Equatorial Guinea,July,23.83,11.62
Equatorial Guinea,July,23.85,81.7
Equatorial Guinea,July,23.87,11.21
Equatorial Guinea,July,24.48,33.65
Equatorial Guinea,July,26.93,13.43
Equatorial Guinea,July,27.59,18.89
Equatorial Guinea,July,28.93,64.71
Equatorial Guinea,July,29.54,71.79
Equatorial Guinea,July,33.54,31.73
Equatorial Guinea,July,34.51,13.83
Equatorial Guinea,July,37.95,20.52
Equatorial Guinea,July,39.99,29.56
Equatorial Guinea,July,46.95,87.64
Equatorial Guinea,July,48.05,33.3
Equatorial Guinea,July,48.52,24.06
Equatorial Guinea,July,48.84,35.29
Equatorial Guinea,June,22.71,43.53
Equatorial Guinea,June,25.41,79.52
Equatorial Guinea,June,26.9,32.69
Equatorial Guinea,June,27.23,79.47
Equatorial Guinea,June,28.06,83.65
Equatorial Guinea,June,29.07,66.51
Equatorial Guinea,June,31.04,52.76
Equatorial Guinea,June,31.67,33.27
Equatorial Guinea,June,31.67,54.24
Equatorial Guinea,June,31.98,24.64
Equatorial Guinea,June,33.62,40.11
Equatorial Guinea,June,34.57,28.43
Equatorial Guinea,June,37.42,83.84
Equatorial Guinea,June,37.53,55.65
Equatorial Guinea,June,38.93,27.38
Equatorial Guinea,June,44.75,69.69
Equatorial Guinea,June,45.72,71.64
Equatorial Guinea,June,48.42,49.12
Equatorial Guinea,June,49.57,19.31
Equatorial Guinea,May,23.63,10.57
Equatorial Guinea,May,26.54,59.49
Equatorial Guinea,May,27.26,89.17
Equatorial Guinea,May,29.64,25.7
Equatorial Guinea,May,32.02,12.27
Equatorial Guinea,May,34.29,54.57
Equatorial Guinea,May,34.81,18.81
Equatorial Guinea,May,35.36,29.95
Equatorial Guinea,May,35.81,25.05
Equatorial Guinea,May,37.39,51.99
Equatorial Guinea,May,38.22,73.96
Equatorial Guinea,May,40.17,48.43
Equatorial Guinea,May,45.46,28.82
Equatorial Guinea,May,45.86,28.08
Equatorial Guinea,May,46.49,72.58
Equatorial Guinea,May,46.71,66.96
Equatorial Guinea,May,49.92,18.03
Eritrea,August,21.75,31.48
Eritrea,August,23.05,24.63
Eritrea,August,26.08,47.29
Eritrea,August,27.53,32.46
Eritrea,August,29.29,11.43
Eritrea,August,30.25,52.17
Eritrea,August,34.6,49.98
Eritrea,August,35.35,13.22
Eritrea,August,36.32,21.32
Eritrea,August,37.07,84.83
Eritrea,August,37.87,46.42
Eritrea,August,39.7,70.85
Eritrea,August,44.72,28.22
Eritrea,August,44.86,65.04
Eritrea,August,46.98,55.37
Eritrea,August,47.14,40.85
Eritrea,August,47.52,20.75
Eritrea,August,47.72,29.18
Eritrea,August,49.84,75.06
Eritrea,July,20.25,47.22
Eritrea,July,21.11,44.75
Eritrea,July,21.25,71.07
Eritrea,July,21.53,75.12
Eritrea,July,22.44,25.02
Eritrea,July,24.75,58.81
Eritrea,July,27.88,26.66
Eritrea,July,30.52,27.14
Eritrea,July,31.28,26.45
Eritrea,July,33.51,63.16
Eritrea,July,33.78,77.27
Eritrea,July,34.14,19.96
Eritrea,July,34.39,48.9
Eritrea,July,34.43,49.94
Eritrea,July,36.76,12.69
Eritrea,July,37.4,71.07
Eritrea,July,38.96,47.09
Eritrea,July,40.68,60.23
Eritrea,July,41.01,67.32
Eritrea,July,42.44,58.33
Eritrea,July,43.65,46.48
Eritrea,July,44.15,16.28
Eritrea,July,45.84,85.28
Eritrea,July,46.57,36.24
Eritrea,July,47.2,39.16
Eritrea,July,49.98,19.38
Eritrea,June,22.33,33.23
Eritrea,June,24.65,12.05
Eritrea,June,24.67,32.4
Eritrea,June,24.74,84.53
Eritrea,June,24.78,15.73
Eritrea,June,26.08,41.24
Eritrea,June,29.34,85.85
Eritrea,June,30.14,48.36
Eritrea,June,30.31,66.91
Eritrea,June,31.56,36.23
Eritrea,June,36.09,48.2
Eritrea,June,38.18,81.88
Eritrea,June,39.14,52.77
Eritrea,June,41.2,42.55
Eritrea,June,41.38,39.86
Eritrea,June,42.36,80.65
Eritrea,June,43.68,52.44
Eritrea,June,43.97,84.07
Eritrea,June,44.14,23.59
Eritrea,June,45.07,59.65
Eritrea,June,46.51,25.49
Eritrea,June,46.54,54.45
Eritrea,June,47.96,61.23
Eritrea,May,21.8,37.89
Eritrea,May,24.7,15.02
Eritrea,May,26.73,33.38
Eritrea,May,27.39,18.48
Eritrea,May,28.93,48.56
Eritrea,May,29.4,52.96
Eritrea,May,29.82,37.22
Eritrea,May,31.55,72.09
Eritrea,May,32.02,31.81
Eritrea,May,32.48,70.09
Eritrea,May,39.37,15.88
Eritrea,May,40.26,26.4
Eritrea,May,42.61,28.62
Eritrea,May,43.05,47.5
Eritrea,May,43.44,52.41
Eritrea,May,45.15,53.66
Eritrea,May,45.32,45.37
Eritrea,May,45.87,32.17
Eritrea,May,47.33,25.08
Eswatini,August,21.13,81.06
Eswatini,August,22.94,68.53
Eswatini,August,24.12,61.48
Eswatini,August,27.22,13.86
Eswatini,August,27.31,79.27
Eswatini,August,27.51,11.42
Eswatini,August,27.66,49.96
Eswatini,August,28.08,49.73
Eswatini,August,30.36,47.75
Eswatini,August,30.6,74.43
Eswatini,August,31.52,82.51
Eswatini,August,32.83,50.11
Eswatini,August,33.91,55.16
Eswatini,August,34.85,22.05
Eswatini,August,35.37,35.49
Eswatini,August,37.09,12.11
Eswatini,August,38.89,70.98
Eswatini,August,38.9,37.69
Eswatini,August,41.27,74.24
Eswatini,August,43.51,83.39
Eswatini,August,44.61,31.27
Eswatini,August,48.77,83.14
Eswatini,July,20.96,52.83
Eswatini,July,23.47,49.58
Eswatini,July,23.4,83.76
Eswatini,July,25.43,55.84
Eswatini,July,26.2,37.55
Eswatini,July,27.78,81.12
Eswatini,July,28.07,46.42
Eswatini,July,28.55,67.05
Eswatini,July,29.09,54.02
Eswatini,July,30.52,62.92
Eswatini,July,37.65,19.71
Eswatini,July,39.48,20.26
Eswatini,July,42.65,68.56
Eswatini,July,42.76,46.96
Eswatini,July,47.24,76.82
Eswatini,June,21.1,86.04
Eswatini,June,21.5,31.9
Eswatini,June,21.53,52.58
Eswatini,June,24.48,61.93
Eswatini,June,26.58,31.28
Eswatini,June,27.52,17.11
Eswatini,June,29.54,82.73
Eswatini,June,31.0,87.74
Eswatini,June,33.71,18.94
Eswatini,June,34.3,57.52
Eswatini,June,35.16,18.14
Eswatini,June,36.49,73.7
Eswatini,June,37.4,19.75
Eswatini,June,37.94,45.94
Eswatini,June,40.56,89.52
Eswatini,June,42.67,21.01
Eswatini,June,43.6,81.29
Eswatini,June,44.33,31.57
Eswatini,June,45.57,83.29
Eswatini,June,45.99,39.17
Eswatini,June,46.07,10.78
Eswatini,June,47.11,13.27
Eswatini,June,47.88,79.87
Eswatini,June,48.35,88.89
Eswatini,June,48.81,78.28
Eswatini,June,49.46,53.18
Eswatini,May,20.48,57.23
Eswatini,May,21.7,36.27
Eswatini,May,21.89,48.77
Eswatini,May,22.62,23.64
Eswatini,May,23.62,38.75
Eswatini,May,25.5,51.25
Eswatini,May,26.1,65.41
Eswatini,May,27.25,83.33
Eswatini,May,27.6,15.24
Eswatini,May,28.4,77.67
Eswatini,May,29.42,74.59
Eswatini,May,29.64,41.17
Eswatini,May,30.96,89.94
Eswatini,May,33.04,51.97
Eswatini,May,33.17,33.51
Eswatini,May,33.26,22.41
Eswatini,May,34.63,24.73
Eswatini,May,35.35,10.85
Eswatini,May,37.66,59.7
Eswatini,May,40.01,53.54
Eswatini,May,40.21,52.51
Eswatini,May,41.18,15.22
Eswatini,May,41.2,12.65
Eswatini,May,41.43,44.21
Eswatini,May,41.65,66.3
Eswatini,May,42.02,29.16
Eswatini,May,42.73,70.25
Eswatini,May,42.91,86.19
Eswatini,May,47.04,25.56
Eswatini,May,47.41,13.31
Eswatini,May,48.82,13.25
Eswatini,May,48.84,29.32
Ethiopia,August,20.34,35.82
Ethiopia,August,21.84,57.04
Ethiopia,August,22.02,52.78
Ethiopia,August,23.8,55.51
Ethiopia,August,24.93,17.17
Ethiopia,August,25.87,11.58
Ethiopia,August,26.23,37.79
Ethiopia,August,26.53,24.31
Ethiopia,August,26.9,42.19
Ethiopia,August,27.37,41.24
Ethiopia,August,30.87,41.35
Ethiopia,August,31.06,81.46
Ethiopia,August,33.79,51.07
Ethiopia,August,35.23,72.34
Ethiopia,August,35.58,33.66
Ethiopia,August,36.4,50.16
Ethiopia,August,39.78,76.1
Ethiopia,August,40.83,17.2
Ethiopia,August,42.68,82.81
Ethiopia,August,43.29,13.96
Ethiopia,August,44.25,62.14
Ethiopia,August,44.57,75.14
Ethiopia,August,44.88,38.15
Ethiopia,August,45.65,36.76
Ethiopia,July,22.96,24.79
Ethiopia,July,23.02,62.89
Ethiopia,July,23.13,57.81
Ethiopia,July,24.62,12.39
Ethiopia,July,29.09,25.23
Ethiopia,July,29.39,73.08
Ethiopia,July,32.07,45.4
Ethiopia,July,32.27,58.15
Ethiopia,July,34.14,27.98
Ethiopia,July,35.65,17.75
Ethiopia,July,35.98,33.25
Ethiopia,July,38.04,80.13
Ethiopia,July,38.23,34.9
Ethiopia,July,38.63,56.07
Ethiopia,July,38.64,41.36
Ethiopia,July,38.98,49.58
Ethiopia,July,39.84,53.18
Ethiopia,July,41.72,79.78
Ethiopia,July,46.07,30.48
Ethiopia,July,47.17,50.43
Ethiopia,July,47.33,56.92
Ethiopia,July,48.36,85.99
Ethiopia,July,49.6,15.83
Ethiopia,June,20.06,47.56
Ethiopia,June,20.6,37.25
Ethiopia,June,22.45,79.81
Ethiopia,June,23.36,60.15
Ethiopia,June,23.61,87.04
Ethiopia,June,24.43,71.47
Ethiopia,June,25.05,23.01
Ethiopia,June,26.06,87.06
Ethiopia,June,28.08,61.49
Ethiopia,June,30.65,46.24
Ethiopia,June,32.1,51.12
Ethiopia,June,34.68,29.42
Ethiopia,June,40.4,62.58
Ethiopia,June,41.8,52.77
Ethiopia,June,42.38,64.9
Ethiopia,June,43.44,63.64
Ethiopia,June,44.09,87.6
Ethiopia,June,47.79,72.88
Ethiopia,June,48.82,64.36
Ethiopia,May,24.7,44.3
Ethiopia,May,26.26,43.03
Ethiopia,May,28.64,14.63
Ethiopia,May,29.8,19.42
Ethiopia,May,30.53,38.67
Ethiopia,May,30.76,63.33
Ethiopia,May,31.99,51.25
Ethiopia,May,33.42,19.8
Ethiopia,May,33.58,26.78
Ethiopia,May,33.61,74.21
Ethiopia,May,34.44,83.05
Ethiopia,May,38.36,74.18
Ethiopia,May,38.86,55.58
Ethiopia,May,39.5,86.35
Ethiopia,May,39.89,23.31
Ethiopia,May,41.98,60.62
Ethiopia,May,42.04,18.52
Ethiopia,May,43.83,72.63
Ethiopia,May,44.99,74.82
Ethiopia,May,48.78,32.36
Ethiopia,May,48.98,15.3
Ethiopia,May,49.27,12.25
Ethiopia,May,49.59,73.92
Ethiopia,May,49.72,19.41
Gabon,August,21.69,24.5
Gabon,August,22.25,22.24
Gabon,August,22.2,75.39
Gabon,August,22.59,57.97
Gabon,August,23.53,15.16
Gabon,August,24.31,52.03
Gabon,August,24.45,40.53
